Date,Year,Competition,CompetitionSet,Comp.SetDetail,Sport,Discipline,Gender,Class,Phase,Rank,Medal,Team Members,Person/Team,Person,Person First Name,Person Last Name,PersonGender,Team,Nationality,DoB,YoB,Age (days),Age,Country,Country Code,Continent,Result,Sec/Mtr/Pts,Host City,Host Country,Host Continent,# Participants,# Countries,# Continents,World Ranking,Rank Within Country,Is Olympic Discipline,Rank_Clean,Season
2025-03-08,2025,Nové Mesto na Morave,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Pursuit,Men,Seniors,,23.0,,No,"Joscha Burkhalter (SUI, 11 Jul 1996)",Joscha Burkhalter,Joscha,Burkhalter,Men,Switzerland,SUI,1996-07-11,,28-240,28.0,Switzerland,SUI,Europe,35:03.6,"2103,60",Nové Mesto na Morave,Czech Republic,Europe,58,20,2,,2,Yes,23.0,2024/2025
2025-03-08,2025,Nové Mesto na Morave,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Pursuit,Men,Seniors,,29.0,,No,"Sebastian Stalder (SUI, 19 Jan 1998)",Sebastian Stalder,Sebastian,Stalder,Men,Switzerland,SUI,1998-01-19,,27-048,27.0,Switzerland,SUI,Europe,35:48.0,"2148,00",Nové Mesto na Morave,Czech Republic,Europe,58,20,2,,3,Yes,29.0,2024/2025
2025-03-07,2025,Nové Mesto na Morave,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,18.0,,No,"Amy Baserga (SUI, 29 Sep 2000)",Amy Baserga,Amy,Baserga,Women,Switzerland,SUI,2000-09-29,,24-159,24.0,Switzerland,SUI,Europe,20:17.9,"1217,90",Nové Mesto na Morave,Czech Republic,Europe,101,27,4,,1,Yes,18.0,2024/2025
2025-03-07,2025,Nové Mesto na Morave,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,20.0,,No,"Aita Gasparin (SUI, 09 Feb 1994)",Aita Gasparin,Aita,Gasparin,Women,Switzerland,SUI,1994-02-09,,31-026,31.0,Switzerland,SUI,Europe,20:19.6,"1219,60",Nové Mesto na Morave,Czech Republic,Europe,101,27,4,,2,Yes,20.0,2024/2025
2025-03-07,2025,Nové Mesto na Morave,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,42.0,,No,"Lena Häcki-Groß (SUI, 01 Jul 1995)",Lena Häcki-Groß,Lena,Häcki-Groß,Women,Switzerland,SUI,1995-07-01,,29-249,29.0,Switzerland,SUI,Europe,20:55.5,"1255,50",Nové Mesto na Morave,Czech Republic,Europe,101,27,4,,3,Yes,42.0,2024/2025
2025-03-07,2025,Nové Mesto na Morave,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,67.0,,No,"Elisa Gasparin (SUI, 02 Dec 1991)",Elisa Gasparin,Elisa,Gasparin,Women,Switzerland,SUI,1991-12-02,,33-095,33.0,Switzerland,SUI,Europe,21:34.3,"1294,30",Nové Mesto na Morave,Czech Republic,Europe,101,27,4,,4,Yes,67.0,2024/2025
2025-03-07,2025,Nové Mesto na Morave,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,73.0,,No,"Susanna Meinen (SUI, 19 May 1992)",Susanna Meinen,Susanna,Meinen,Women,Switzerland,SUI,1992-05-19,,32-292,32.0,Switzerland,SUI,Europe,21:52.3,"1312,30",Nové Mesto na Morave,Czech Republic,Europe,101,27,4,,5,Yes,73.0,2024/2025
2025-03-06,2025,Nové Mesto na Morave,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,10.0,,No,"Niklas Hartweg (SUI, 01 Mar 2000)",Niklas Hartweg,Niklas,Hartweg,Men,Switzerland,SUI,2000-03-01,,25-005,25.0,Switzerland,SUI,Europe,23:53.9,"1433,90",Nové Mesto na Morave,Czech Republic,Europe,94,24,3,,1,Yes,10.0,2024/2025
2025-03-06,2025,Nové Mesto na Morave,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,21.0,,No,"Joscha Burkhalter (SUI, 11 Jul 1996)",Joscha Burkhalter,Joscha,Burkhalter,Men,Switzerland,SUI,1996-07-11,,28-238,28.0,Switzerland,SUI,Europe,24:30.4,"1470,40",Nové Mesto na Morave,Czech Republic,Europe,94,24,3,,2,Yes,21.0,2024/2025
2025-03-06,2025,Nové Mesto na Morave,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,47.0,,No,"Sebastian Stalder (SUI, 19 Jan 1998)",Sebastian Stalder,Sebastian,Stalder,Men,Switzerland,SUI,1998-01-19,,27-046,27.0,Switzerland,SUI,Europe,25:29.8,"1529,80",Nové Mesto na Morave,Czech Republic,Europe,94,24,3,,3,Yes,47.0,2024/2025
2025-03-06,2025,Nové Mesto na Morave,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,67.0,,No,"Arnaud Du Pasquier (SUI, 26 Oct 1992)",Arnaud Du Pasquier,Arnaud,Du Pasquier,Men,Switzerland,SUI,1992-10-26,,32-131,32.0,Switzerland,SUI,Europe,26:12.5,"1572,50",Nové Mesto na Morave,Czech Republic,Europe,94,24,3,,4,Yes,67.0,2024/2025
2025-03-06,2025,Nové Mesto na Morave,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,72.0,,No,"Dajan Danuser (SUI, 26 Feb 1996)",Dajan Danuser,Dajan,Danuser,Men,Switzerland,SUI,1996-02-26,,29-008,29.0,Switzerland,SUI,Europe,26:17.1,"1577,10",Nové Mesto na Morave,Czech Republic,Europe,94,24,3,,5,Yes,72.0,2024/2025
2025-02-19,2025,IBU World Championships,(World) Cup,BMW IBU World Cup,Biathlon,20km Individual,Men,Seniors,,5.0,,No,"Niklas Hartweg (SUI, 01 Mar 2000)",Niklas Hartweg,Niklas,Hartweg,Men,Switzerland,SUI,2000-03-01,,24-355,24.0,Switzerland,SUI,Europe,50:13.6,"3013,60",Lenzerheide,Switzerland,Europe,97,31,5,,1,Yes,5.0,2024/2025
2025-02-19,2025,IBU World Championships,(World) Cup,BMW IBU World Cup,Biathlon,20km Individual,Men,Seniors,,11.0,,No,"Sebastian Stalder (SUI, 19 Jan 1998)",Sebastian Stalder,Sebastian,Stalder,Men,Switzerland,SUI,1998-01-19,,27-031,27.0,Switzerland,SUI,Europe,51:19.7,"3079,70",Lenzerheide,Switzerland,Europe,97,31,5,,2,Yes,11.0,2024/2025
2025-02-19,2025,IBU World Championships,(World) Cup,BMW IBU World Cup,Biathlon,20km Individual,Men,Seniors,,29.0,,No,"Joscha Burkhalter (SUI, 11 Jul 1996)",Joscha Burkhalter,Joscha,Burkhalter,Men,Switzerland,SUI,1996-07-11,,28-223,28.0,Switzerland,SUI,Europe,53:17.2,"3197,20",Lenzerheide,Switzerland,Europe,97,31,5,,3,Yes,29.0,2024/2025
2025-02-18,2025,IBU World Championships,(World) Cup,BMW IBU World Cup,Biathlon,15km Individual,Women,Seniors,,16.0,,No,"Lena Häcki-Groß (SUI, 01 Jul 1995)",Lena Häcki-Groß,Lena,Häcki-Groß,Women,Switzerland,SUI,1995-07-01,,29-232,29.0,Switzerland,SUI,Europe,44:10.1,"2650,10",Lenzerheide,Switzerland,Europe,93,30,5,,1,Yes,16.0,2024/2025
2025-02-18,2025,IBU World Championships,(World) Cup,BMW IBU World Cup,Biathlon,15km Individual,Women,Seniors,,19.0,,No,"Amy Baserga (SUI, 29 Sep 2000)",Amy Baserga,Amy,Baserga,Women,Switzerland,SUI,2000-09-29,,24-142,24.0,Switzerland,SUI,Europe,44:18.8,"2658,80",Lenzerheide,Switzerland,Europe,93,30,5,,2,Yes,19.0,2024/2025
2025-02-18,2025,IBU World Championships,(World) Cup,BMW IBU World Cup,Biathlon,15km Individual,Women,Seniors,,20.0,,No,"Aita Gasparin (SUI, 09 Feb 1994)",Aita Gasparin,Aita,Gasparin,Women,Switzerland,SUI,1994-02-09,,31-009,31.0,Switzerland,SUI,Europe,44:33.4,"2673,40",Lenzerheide,Switzerland,Europe,93,30,5,,3,Yes,20.0,2024/2025
2025-02-18,2025,IBU World Championships,(World) Cup,BMW IBU World Cup,Biathlon,15km Individual,Women,Seniors,,62.0,,No,"Elisa Gasparin (SUI, 02 Dec 1991)",Elisa Gasparin,Elisa,Gasparin,Women,Switzerland,SUI,1991-12-02,,33-078,33.0,Switzerland,SUI,Europe,48:07.8,"2887,80",Lenzerheide,Switzerland,Europe,93,30,5,,4,Yes,62.0,2024/2025
2025-02-15,2025,IBU World Championships,(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,13.0,,No,"Sebastian Stalder (SUI, 19 Jan 1998)",Sebastian Stalder,Sebastian,Stalder,Men,Switzerland,SUI,1998-01-19,,27-027,27.0,Switzerland,SUI,Europe,23:03.0,"1383,00",Lenzerheide,Switzerland,Europe,98,30,5,,1,Yes,13.0,2024/2025
2025-02-15,2025,IBU World Championships,(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,19.0,,No,"Niklas Hartweg (SUI, 01 Mar 2000)",Niklas Hartweg,Niklas,Hartweg,Men,Switzerland,SUI,2000-03-01,,24-351,24.0,Switzerland,SUI,Europe,23:24.3,"1404,30",Lenzerheide,Switzerland,Europe,98,30,5,,2,Yes,19.0,2024/2025
2025-02-15,2025,IBU World Championships,(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,21.0,,No,"Joscha Burkhalter (SUI, 11 Jul 1996)",Joscha Burkhalter,Joscha,Burkhalter,Men,Switzerland,SUI,1996-07-11,,28-219,28.0,Switzerland,SUI,Europe,23:26.2,"1406,20",Lenzerheide,Switzerland,Europe,98,30,5,,3,Yes,21.0,2024/2025
2025-02-15,2025,IBU World Championships,(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,59.0,,No,"Jeremy Finello (SUI, 13 May 1992)",Jeremy Finello,Jeremy,Finello,Men,Switzerland,SUI,1992-05-13,,32-278,32.0,Switzerland,SUI,Europe,24:47.3,"1487,30",Lenzerheide,Switzerland,Europe,98,30,5,,4,Yes,59.0,2024/2025
2025-02-14,2025,IBU World Championships,(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,4.0,,No,"Lena Häcki-Groß (SUI, 01 Jul 1995)",Lena Häcki-Groß,Lena,Häcki-Groß,Women,Switzerland,SUI,1995-07-01,,29-228,29.0,Switzerland,SUI,Europe,22:20.1,"1340,10",Lenzerheide,Switzerland,Europe,92,30,5,,1,Yes,4.0,2024/2025
2025-02-14,2025,IBU World Championships,(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,37.0,,No,"Elisa Gasparin (SUI, 02 Dec 1991)",Elisa Gasparin,Elisa,Gasparin,Women,Switzerland,SUI,1991-12-02,,33-074,33.0,Switzerland,SUI,Europe,24:16.7,"1456,70",Lenzerheide,Switzerland,Europe,92,30,5,,2,Yes,37.0,2024/2025
2025-02-14,2025,IBU World Championships,(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,41.0,,No,"Aita Gasparin (SUI, 09 Feb 1994)",Aita Gasparin,Aita,Gasparin,Women,Switzerland,SUI,1994-02-09,,31-005,31.0,Switzerland,SUI,Europe,24:23.2,"1463,20",Lenzerheide,Switzerland,Europe,92,30,5,,3,Yes,41.0,2024/2025
2025-02-14,2025,IBU World Championships,(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,61.0,,No,"Amy Baserga (SUI, 29 Sep 2000)",Amy Baserga,Amy,Baserga,Women,Switzerland,SUI,2000-09-29,,24-138,24.0,Switzerland,SUI,Europe,24:58.8,"1498,80",Lenzerheide,Switzerland,Europe,92,30,5,,4,Yes,61.0,2024/2025
2025-01-26,2025,Antholz,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Pursuit,Men,Seniors,,10.0,,No,"Niklas Hartweg (SUI, 01 Mar 2000)",Niklas Hartweg,Niklas,Hartweg,Men,Switzerland,SUI,2000-03-01,,24-331,24.0,Switzerland,SUI,Europe,31:50.2,"1910,20",Antholz,Italy,Europe,52,16,3,,1,Yes,10.0,2024/2025
2025-01-26,2025,Antholz,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Pursuit,Men,Seniors,,38.0,,No,"Joscha Burkhalter (SUI, 11 Jul 1996)",Joscha Burkhalter,Joscha,Burkhalter,Men,Switzerland,SUI,1996-07-11,,28-199,28.0,Switzerland,SUI,Europe,33:55.6,"2035,60",Antholz,Italy,Europe,52,16,3,,2,Yes,38.0,2024/2025
2025-01-25,2025,Antholz,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Pursuit,Women,Seniors,,7.0,,No,"Amy Baserga (SUI, 29 Sep 2000)",Amy Baserga,Amy,Baserga,Women,Switzerland,SUI,2000-09-29,,24-118,24.0,Switzerland,SUI,Europe,31:28.0,"1888,00",Antholz,Italy,Europe,55,18,2,,1,Yes,7.0,2024/2025
2025-01-25,2025,Antholz,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Pursuit,Women,Seniors,,8.0,,No,"Aita Gasparin (SUI, 09 Feb 1994)",Aita Gasparin,Aita,Gasparin,Women,Switzerland,SUI,1994-02-09,,30-351,30.0,Switzerland,SUI,Europe,31:37.7,"1897,70",Antholz,Italy,Europe,55,18,2,,2,Yes,8.0,2024/2025
2025-01-25,2025,Antholz,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Pursuit,Women,Seniors,,14.0,,No,"Lena Häcki-Groß (SUI, 01 Jul 1995)",Lena Häcki-Groß,Lena,Häcki-Groß,Women,Switzerland,SUI,1995-07-01,,29-208,29.0,Switzerland,SUI,Europe,32:19.0,"1939,00",Antholz,Italy,Europe,55,18,2,,3,Yes,14.0,2024/2025
2025-01-25,2025,Antholz,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Pursuit,Women,Seniors,,50.0,,No,"Elisa Gasparin (SUI, 02 Dec 1991)",Elisa Gasparin,Elisa,Gasparin,Women,Switzerland,SUI,1991-12-02,,33-054,33.0,Switzerland,SUI,Europe,35:02.2,"2102,20",Antholz,Italy,Europe,55,18,2,,4,Yes,50.0,2024/2025
2025-01-24,2025,Antholz,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,14.0,,No,"Joscha Burkhalter (SUI, 11 Jul 1996)",Joscha Burkhalter,Joscha,Burkhalter,Men,Switzerland,SUI,1996-07-11,,28-197,28.0,Switzerland,SUI,Europe,24:41.6,"1481,60",Antholz,Italy,Europe,102,28,3,,1,Yes,14.0,2024/2025
2025-01-24,2025,Antholz,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,17.0,,No,"Niklas Hartweg (SUI, 01 Mar 2000)",Niklas Hartweg,Niklas,Hartweg,Men,Switzerland,SUI,2000-03-01,,24-329,24.0,Switzerland,SUI,Europe,24:50.9,"1490,90",Antholz,Italy,Europe,102,28,3,,2,Yes,17.0,2024/2025
2025-01-24,2025,Antholz,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,63.0,,No,"Sebastian Stalder (SUI, 19 Jan 1998)",Sebastian Stalder,Sebastian,Stalder,Men,Switzerland,SUI,1998-01-19,,27-005,27.0,Switzerland,SUI,Europe,26:02.0,"1562,00",Antholz,Italy,Europe,102,28,3,,3,Yes,63.0,2024/2025
2025-01-24,2025,Antholz,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,70.0,,No,"Jeremy Finello (SUI, 13 May 1992)",Jeremy Finello,Jeremy,Finello,Men,Switzerland,SUI,1992-05-13,,32-256,32.0,Switzerland,SUI,Europe,26:16.9,"1576,90",Antholz,Italy,Europe,102,28,3,,4,Yes,70.0,2024/2025
2025-01-24,2025,Antholz,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Sprint,Men,Seniors,,78.0,,No,"Dajan Danuser (SUI, 26 Feb 1996)",Dajan Danuser,Dajan,Danuser,Men,Switzerland,SUI,1996-02-26,,28-333,28.0,Switzerland,SUI,Europe,26:42.9,"1602,90",Antholz,Italy,Europe,102,28,3,,5,Yes,78.0,2024/2025
2025-01-23,2025,Antholz,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,8.0,,No,"Amy Baserga (SUI, 29 Sep 2000)",Amy Baserga,Amy,Baserga,Women,Switzerland,SUI,2000-09-29,,24-116,24.0,Switzerland,SUI,Europe,21:57.6,"1317,60",Antholz,Italy,Europe,100,27,4,,1,Yes,8.0,2024/2025
2025-01-23,2025,Antholz,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,13.0,,No,"Aita Gasparin (SUI, 09 Feb 1994)",Aita Gasparin,Aita,Gasparin,Women,Switzerland,SUI,1994-02-09,,30-349,30.0,Switzerland,SUI,Europe,22:07.4,"1327,40",Antholz,Italy,Europe,100,27,4,,2,Yes,13.0,2024/2025
2025-01-23,2025,Antholz,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,48.0,,No,"Elisa Gasparin (SUI, 02 Dec 1991)",Elisa Gasparin,Elisa,Gasparin,Women,Switzerland,SUI,1991-12-02,,33-052,33.0,Switzerland,SUI,Europe,23:15.3,"1395,30",Antholz,Italy,Europe,100,27,4,,3,Yes,48.0,2024/2025
2025-01-23,2025,Antholz,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,59.0,,No,"Lena Häcki-Groß (SUI, 01 Jul 1995)",Lena Häcki-Groß,Lena,Häcki-Groß,Women,Switzerland,SUI,1995-07-01,,29-206,29.0,Switzerland,SUI,Europe,23:34.9,"1414,90",Antholz,Italy,Europe,100,27,4,,4,Yes,59.0,2024/2025
2025-01-23,2025,Antholz,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,7.5km Sprint,Women,Seniors,,71.0,,No,"Lea Meier (SUI, 02 Mar 2001)",Lea Meier,Lea,Meier,Women,Switzerland,SUI,2001-03-02,,23-327,23.0,Switzerland,SUI,Europe,23:58.2,"1438,20",Antholz,Italy,Europe,100,27,4,,5,Yes,71.0,2024/2025
2025-01-19,2025,Ruhpolding,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Mass Start,Women,Seniors,,14.0,,No,"Amy Baserga (SUI, 29 Sep 2000)",Amy Baserga,Amy,Baserga,Women,Switzerland,SUI,2000-09-29,,24-112,24.0,Switzerland,SUI,Europe,34:16.6,"2056,60",Ruhpolding,Germany,Europe,30,15,2,,1,Yes,14.0,2024/2025
2025-01-19,2025,Ruhpolding,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Mass Start,Women,Seniors,,19.0,,No,"Lena Häcki-Groß (SUI, 01 Jul 1995)",Lena Häcki-Groß,Lena,Häcki-Groß,Women,Switzerland,SUI,1995-07-01,,29-202,29.0,Switzerland,SUI,Europe,34:45.6,"2085,60",Ruhpolding,Germany,Europe,30,15,2,,2,Yes,19.0,2024/2025
2025-01-19,2025,Ruhpolding,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Mass Start,Women,Seniors,,30.0,,No,"Elisa Gasparin (SUI, 02 Dec 1991)",Elisa Gasparin,Elisa,Gasparin,Women,Switzerland,SUI,1991-12-02,,33-048,33.0,Switzerland,SUI,Europe,38:13.1,"2293,10",Ruhpolding,Germany,Europe,30,15,2,,3,Yes,30.0,2024/2025
2025-01-19,2025,Ruhpolding,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,15km Mass Start,Men,Seniors,,10.0,,No,"Niklas Hartweg (SUI, 01 Mar 2000)",Niklas Hartweg,Niklas,Hartweg,Men,Switzerland,SUI,2000-03-01,,24-324,24.0,Switzerland,SUI,Europe,37:26.0,"2246,00",Ruhpolding,Germany,Europe,30,12,1,,1,Yes,10.0,2024/2025
2025-01-19,2025,Ruhpolding,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,15km Mass Start,Men,Seniors,,15.0,,No,"Joscha Burkhalter (SUI, 11 Jul 1996)",Joscha Burkhalter,Joscha,Burkhalter,Men,Switzerland,SUI,1996-07-11,,28-192,28.0,Switzerland,SUI,Europe,37:36.9,"2256,90",Ruhpolding,Germany,Europe,30,12,1,,2,Yes,15.0,2024/2025
2025-01-16,2025,Ruhpolding,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,15km Individual,Women,Seniors,,3.0,B,No,"Amy Baserga (SUI, 29 Sep 2000)",Amy Baserga,Amy,Baserga,Women,Switzerland,SUI,2000-09-29,,24-109,24.0,Switzerland,SUI,Europe,42:18.6,"2538,60",Ruhpolding,Germany,Europe,100,26,4,,1,Yes,3.0,2024/2025
2025-01-16,2025,Ruhpolding,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,15km Individual,Women,Seniors,,13.0,,No,"Elisa Gasparin (SUI, 02 Dec 1991)",Elisa Gasparin,Elisa,Gasparin,Women,Switzerland,SUI,1991-12-02,,33-045,33.0,Switzerland,SUI,Europe,44:30.6,"2670,60",Ruhpolding,Germany,Europe,100,26,4,,2,Yes,13.0,2024/2025
2025-01-16,2025,Ruhpolding,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,15km Individual,Women,Seniors,,18.0,,No,"Lena Häcki-Groß (SUI, 01 Jul 1995)",Lena Häcki-Groß,Lena,Häcki-Groß,Women,Switzerland,SUI,1995-07-01,,29-199,29.0,Switzerland,SUI,Europe,44:49.5,"2689,50",Ruhpolding,Germany,Europe,100,26,4,,3,Yes,18.0,2024/2025
2025-01-16,2025,Ruhpolding,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,15km Individual,Women,Seniors,,25.0,,No,"Aita Gasparin (SUI, 09 Feb 1994)",Aita Gasparin,Aita,Gasparin,Women,Switzerland,SUI,1994-02-09,,30-342,30.0,Switzerland,SUI,Europe,45:19.5,"2719,50",Ruhpolding,Germany,Europe,100,26,4,,4,Yes,25.0,2024/2025
2025-01-16,2025,Ruhpolding,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,15km Individual,Women,Seniors,,40.0,,No,"Lea Meier (SUI, 02 Mar 2001)",Lea Meier,Lea,Meier,Women,Switzerland,SUI,2001-03-02,,23-320,23.0,Switzerland,SUI,Europe,46:12.2,"2772,20",Ruhpolding,Germany,Europe,100,26,4,,5,Yes,40.0,2024/2025
2025-01-15,2025,Ruhpolding,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,20km Individual,Men,Seniors,,4.0,,No,"Niklas Hartweg (SUI, 01 Mar 2000)",Niklas Hartweg,Niklas,Hartweg,Men,Switzerland,SUI,2000-03-01,,24-320,24.0,Switzerland,SUI,Europe,48:50.5,"2930,50",Ruhpolding,Germany,Europe,104,27,3,,1,Yes,4.0,2024/2025
2025-01-15,2025,Ruhpolding,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,20km Individual,Men,Seniors,,10.0,,No,"Joscha Burkhalter (SUI, 11 Jul 1996)",Joscha Burkhalter,Joscha,Burkhalter,Men,Switzerland,SUI,1996-07-11,,28-188,28.0,Switzerland,SUI,Europe,49:30.4,"2970,40",Ruhpolding,Germany,Europe,104,27,3,,2,Yes,10.0,2024/2025
2025-01-15,2025,Ruhpolding,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,20km Individual,Men,Seniors,,23.0,,No,"Sebastian Stalder (SUI, 19 Jan 1998)",Sebastian Stalder,Sebastian,Stalder,Men,Switzerland,SUI,1998-01-19,,26-362,26.0,Switzerland,SUI,Europe,50:11.7,"3011,70",Ruhpolding,Germany,Europe,104,27,3,,3,Yes,23.0,2024/2025
2025-01-15,2025,Ruhpolding,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,20km Individual,Men,Seniors,,60.0,,No,"Jeremy Finello (SUI, 13 May 1992)",Jeremy Finello,Jeremy,Finello,Men,Switzerland,SUI,1992-05-13,,32-247,32.0,Switzerland,SUI,Europe,53:06.5,"3186,50",Ruhpolding,Germany,Europe,104,27,3,,4,Yes,60.0,2024/2025
2025-01-15,2025,Ruhpolding,(World) Cup/(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,20km Individual,Men,Seniors,,75.0,,No,"James Pacal (SUI, 20 Nov 2003)",James Pacal,James,Pacal,Men,Switzerland,SUI,2003-11-20,,21-056,21.0,Switzerland,SUI,Europe,54:06.3,"3246,30",Ruhpolding,Germany,Europe,104,27,3,,5,Yes,75.0,2024/2025
2025-01-11,2025,Oberhof,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Pursuit,Women,Seniors,,11.0,,No,"Amy Baserga (SUI, 29 Sep 2000)",Amy Baserga,Amy,Baserga,Women,Switzerland,SUI,2000-09-29,,24-104,24.0,Switzerland,SUI,Europe,32:25.6,"1945,60",Oberhof,Germany,Europe,58,20,2,,1,Yes,11.0,2024/2025
2025-01-11,2025,Oberhof,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Pursuit,Women,Seniors,,23.0,,No,"Aita Gasparin (SUI, 09 Feb 1994)",Aita Gasparin,Aita,Gasparin,Women,Switzerland,SUI,1994-02-09,,30-337,30.0,Switzerland,SUI,Europe,33:51.3,"2031,30",Oberhof,Germany,Europe,58,20,2,,2,Yes,23.0,2024/2025
2025-01-11,2025,Oberhof,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Pursuit,Women,Seniors,,42.0,,No,"Lena Häcki-Groß (SUI, 01 Jul 1995)",Lena Häcki-Groß,Lena,Häcki-Groß,Women,Switzerland,SUI,1995-07-01,,29-194,29.0,Switzerland,SUI,Europe,35:52.6,"2152,60",Oberhof,Germany,Europe,58,20,2,,3,Yes,42.0,2024/2025
2025-01-11,2025,Oberhof,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,10km Pursuit,Women,Seniors,,44.0,,No,"Elisa Gasparin (SUI, 02 Dec 1991)",Elisa Gasparin,Elisa,Gasparin,Women,Switzerland,SUI,1991-12-02,,33-040,33.0,Switzerland,SUI,Europe,36:02.1,"2162,10",Oberhof,Germany,Europe,58,20,2,,4,Yes,44.0,2024/2025
2025-01-11,2025,Oberhof,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Pursuit,Men,Seniors,,8.0,,No,"Niklas Hartweg (SUI, 01 Mar 2000)",Niklas Hartweg,Niklas,Hartweg,Men,Switzerland,SUI,2000-03-01,,24-316,24.0,Switzerland,SUI,Europe,33:57.3,"2037,30",Oberhof,Germany,Europe,59,18,2,,1,Yes,8.0,2024/2025
2025-01-11,2025,Oberhof,(World) Cup/(World) Cup,BMW IBU World Cup,Biathlon,12.5km Pursuit,Men,Seniors,,31.0,,No,"Sebastian Stalder (SUI, 19 Jan 1998)",Sebastian Stalder,Sebastian,Stalder,Men,Switzerland,SUI,1998-01-19,,26-358,26.0,Switzerland,SUI,Europe,35:38.0,"2138,00",Oberhof,Germany,Europe,59,18,2,,2,Yes,31.0,2024/2025
